,country,month,value,year,date
219,無国籍・その他,5,54.0,2013,2013-05-01 00:00:00
200,スイス,5,2437.0,2013,2013-05-01 00:00:00
210,北アメリカ計,5,90442.0,2013,2013-05-01 00:00:00
199,オランダ,5,2764.0,2013,2013-05-01 00:00:00
194,ドイツ,5,9995.0,2013,2013-05-01 00:00:00
197,スペイン,5,2896.0,2013,2013-05-01 00:00:00
198,スウェーデン,5,2749.0,2013,2013-05-01 00:00:00
176,総数,5,875408.0,2013,2013-05-01 00:00:00
178,韓国,5,228670.0,2013,2013-05-01 00:00:00
179,中国,5,81571.0,2013,2013-05-01 00:00:00
180,台湾,5,195715.0,2013,2013-05-01 00:00:00
181,香港,5,59182.0,2013,2013-05-01 00:00:00
182,タイ,5,40263.0,2013,2013-05-01 00:00:00
177,アジア計,5,684430.0,2013,2013-05-01 00:00:00
184,マレーシア,5,15013.0,2013,2013-05-01 00:00:00
185,インドネシア,5,9944.0,2013,2013-05-01 00:00:00
183,シンガポール,5,16334.0,2013,2013-05-01 00:00:00
187,ベトナム,5,5527.0,2013,2013-05-01 00:00:00
188,インド,5,8374.0,2013,2013-05-01 00:00:00
189,イスラエル,5,1182.0,2013,2013-05-01 00:00:00
190,トルコ,5,1111.0,2013,2013-05-01 00:00:00
191,ヨーロッパ計,5,72717.0,2013,2013-05-01 00:00:00
192,英国,5,15265.0,2013,2013-05-01 00:00:00
193,フランス,5,12917.0,2013,2013-05-01 00:00:00
196,ロシア,5,5124.0,2013,2013-05-01 00:00:00
186,フィリピン,5,11256.0,2013,2013-05-01 00:00:00
195,イタリア,5,4853.0,2013,2013-05-01 00:00:00
250,オーストリア,6,904.0,2013,2013-06-01 00:00:00
249,ノルウェー,6,1144.0,2013,2013-06-01 00:00:00
245,ベルギー,6,1244.0,2013,2013-06-01 00:00:00
247,ポーランド,6,1408.0,2013,2013-06-01 00:00:00
246,フィンランド,6,1345.0,2013,2013-06-01 00:00:00
244,スイス,6,1827.0,2013,2013-06-01 00:00:00
248,デンマーク,6,1054.0,2013,2013-06-01 00:00:00
251,ポルトガル,6,1155.0,2013,2013-06-01 00:00:00
260,オセアニア計,6,21152.0,2013,2013-06-01 00:00:00
253,アフリカ計,6,2296.0,2013,2013-06-01 00:00:00
254,北アメリカ計,6,95325.0,2013,2013-06-01 00:00:00
255,米国,6,81290.0,2013,2013-06-01 00:00:00
256,カナダ,6,11528.0,2013,2013-06-01 00:00:00
257,メキシコ,6,2050.0,2013,2013-06-01 00:00:00
258,南アメリカ計,6,3613.0,2013,2013-06-01 00:00:00
259,ブラジル,6,1963.0,2013,2013-06-01 00:00:00
243,オランダ,6,2562.0,2013,2013-06-01 00:00:00
261,豪州,6,17509.0,2013,2013-06-01 00:00:00
252,アイルランド,6,866.0,2013,2013-06-01 00:00:00
242,スウェーデン,6,2653.0,2013,2013-06-01 00:00:00
232,インド,6,6984.0,2013,2013-06-01 00:00:00
240,ロシア,6,4126.0,2013,2013-06-01 00:00:00
262,ニュージーランド,6,3157.0,2013,2013-06-01 00:00:00
220,総数,6,901066.0,2013,2013-06-01 00:00:00
221,アジア計,6,712908.0,2013,2013-06-01 00:00:00
222,韓国,6,211465.0,2013,2013-06-01 00:00:00
223,中国,6,98996.0,2013,2013-06-01 00:00:00
224,台湾,6,226974.0,2013,2013-06-01 00:00:00
225,香港,6,74711.0,2013,2013-06-01 00:00:00
226,タイ,6,20502.0,2013,2013-06-01 00:00:00
227,シンガポール,6,21735.0,2013,2013-06-01 00:00:00
241,スペイン,6,2888.0,2013,2013-06-01 00:00:00
228,マレーシア,6,9802.0,2013,2013-06-01 00:00:00
230,フィリピン,6,7441.0,2013,2013-06-01 00:00:00
231,ベトナム,6,6344.0,2013,2013-06-01 00:00:00
233,イスラエル,6,820.0,2013,2013-06-01 00:00:00
234,トルコ,6,969.0,2013,2013-06-01 00:00:00
235,ヨーロッパ計,6,65738.0,2013,2013-06-01 00:00:00
236,英国,6,13697.0,2013,2013-06-01 00:00:00
237,フランス,6,11399.0,2013,2013-06-01 00:00:00
238,ドイツ,6,8926.0,2013,2013-06-01 00:00:00
239,イタリア,6,4628.0,2013,2013-06-01 00:00:00
229,インドネシア,6,14804.0,2013,2013-06-01 00:00:00
263,無国籍・その他,6,34.0,2013,2013-06-01 00:00:00
268,台湾,7,238502.0,2013,2013-07-01 00:00:00
265,アジア計,7,799976.0,2013,2013-07-01 00:00:00
291,ポーランド,7,1187.0,2013,2013-07-01 00:00:00
292,デンマーク,7,1621.0,2013,2013-07-01 00:00:00
293,ノルウェー,7,1566.0,2013,2013-07-01 00:00:00
294,オーストリア,7,1154.0,2013,2013-07-01 00:00:00
295,ポルトガル,7,1222.0,2013,2013-07-01 00:00:00
296,アイルランド,7,1132.0,2013,2013-07-01 00:00:00
297,アフリカ計,7,2049.0,2013,2013-07-01 00:00:00
298,北アメリカ計,7,91783.0,2013,2013-07-01 00:00:00
290,フィンランド,7,1260.0,2013,2013-07-01 00:00:00
299,米国,7,75350.0,2013,2013-07-01 00:00:00
301,メキシコ,7,2734.0,2013,2013-07-01 00:00:00
302,南アメリカ計,7,4478.0,2013,2013-07-01 00:00:00
303,ブラジル,7,2738.0,2013,2013-07-01 00:00:00
304,オセアニア計,7,20317.0,2013,2013-07-01 00:00:00
305,豪州,7,16190.0,2013,2013-07-01 00:00:00
306,ニュージーランド,7,3679.0,2013,2013-07-01 00:00:00
307,無国籍・その他,7,39.0,2013,2013-07-01 00:00:00
264,総数,7,1003032.0,2013,2013-07-01 00:00:00
300,カナダ,7,13219.0,2013,2013-07-01 00:00:00
289,ベルギー,7,1787.0,2013,2013-07-01 00:00:00
274,フィリピン,7,6739.0,2013,2013-07-01 00:00:00
287,オランダ,7,3712.0,2013,2013-07-01 00:00:00
266,韓国,7,243992.0,2013,2013-07-01 00:00:00
267,中国,7,139905.0,2013,2013-07-01 00:00:00
269,香港,7,85335.0,2013,2013-07-01 00:00:00
270,タイ,7,30189.0,2013,2013-07-01 00:00:00
271,シンガポール,7,11248.0,2013,2013-07-01 00:00:00
288,スイス,7,3255.0,2013,2013-07-01 00:00:00
273,インドネシア,7,8092.0,2013,2013-07-01 00:00:00
275,ベトナム,7,7316.0,2013,2013-07-01 00:00:00
276,インド,7,6176.0,2013,2013-07-01 00:00:00
272,マレーシア,7,9929.0,2013,2013-07-01 00:00:00
278,トルコ,7,866.0,2013,2013-07-01 00:00:00
277,イスラエル,7,849.0,2013,2013-07-01 00:00:00
285,スペイン,7,4941.0,2013,2013-07-01 00:00:00
284,ロシア,7,5345.0,2013,2013-07-01 00:00:00
283,イタリア,7,5958.0,2013,2013-07-01 00:00:00
286,スウェーデン,7,2670.0,2013,2013-07-01 00:00:00
281,フランス,7,15947.0,2013,2013-07-01 00:00:00
280,英国,7,17376.0,2013,2013-07-01 00:00:00
279,ヨーロッパ計,7,84390.0,2013,2013-07-01 00:00:00
282,ドイツ,7,9895.0,2013,2013-07-01 00:00:00
333,ベルギー,8,1178.0,2013,2013-08-01 00:00:00
334,フィンランド,8,850.0,2013,2013-08-01 00:00:00
335,ポーランド,8,1164.0,2013,2013-08-01 00:00:00
336,デンマーク,8,850.0,2013,2013-08-01 00:00:00
337,ノルウェー,8,727.0,2013,2013-08-01 00:00:00
338,オーストリア,8,1010.0,2013,2013-08-01 00:00:00
339,ポルトガル,8,1493.0,2013,2013-08-01 00:00:00
340,アイルランド,8,927.0,2013,2013-08-01 00:00:00
350,ニュージーランド,8,2619.0,2013,2013-08-01 00:00:00
342,北アメリカ計,8,71814.0,2013,2013-08-01 00:00:00
344,カナダ,8,11424.0,2013,2013-08-01 00:00:00
345,メキシコ,8,1511.0,2013,2013-08-01 00:00:00
346,南アメリカ計,8,3258.0,2013,2013-08-01 00:00:00
347,ブラジル,8,1678.0,2013,2013-08-01 00:00:00
348,オセアニア計,8,13409.0,2013,2013-08-01 00:00:00
349,豪州,8,10553.0,2013,2013-08-01 00:00:00
331,オランダ,8,2353.0,2013,2013-08-01 00:00:00
351,無国籍・その他,8,30.0,2013,2013-08-01 00:00:00
341,アフリカ計,8,2046.0,2013,2013-08-01 00:00:00
330,スウェーデン,8,2073.0,2013,2013-08-01 00:00:00
343,米国,8,58347.0,2013,2013-08-01 00:00:00
328,ロシア,8,5168.0,2013,2013-08-01 00:00:00
329,スペイン,8,6989.0,2013,2013-08-01 00:00:00
308,総数,8,906379.0,2013,2013-08-01 00:00:00
309,アジア計,8,738442.0,2013,2013-08-01 00:00:00
310,韓国,8,215498.0,2013,2013-08-01 00:00:00
311,中国,8,162288.0,2013,2013-08-01 00:00:00
312,台湾,8,194944.0,2013,2013-08-01 00:00:00
313,香港,8,71767.0,2013,2013-08-01 00:00:00
314,タイ,8,23849.0,2013,2013-08-01 00:00:00
315,シンガポール,8,8831.0,2013,2013-08-01 00:00:00
316,マレーシア,8,10951.0,2013,2013-08-01 00:00:00
332,スイス,8,1959.0,2013,2013-08-01 00:00:00
318,フィリピン,8,6725.0,2013,2013-08-01 00:00:00
319,ベトナム,8,6000.0,2013,2013-08-01 00:00:00
320,インド,8,5835.0,2013,2013-08-01 00:00:00
321,イスラエル,8,821.0,2013,2013-08-01 00:00:00
322,トルコ,8,1004.0,2013,2013-08-01 00:00:00
323,ヨーロッパ計,8,77380.0,2013,2013-08-01 00:00:00
324,英国,8,14123.0,2013,2013-08-01 00:00:00
325,フランス,8,15081.0,2013,2013-08-01 00:00:00
326,ドイツ,8,8682.0,2013,2013-08-01 00:00:00
327,イタリア,8,8725.0,2013,2013-08-01 00:00:00
317,インドネシア,8,16221.0,2013,2013-08-01 00:00:00
383,ポルトガル,9,984.0,2013,2013-09-01 00:00:00
382,オーストリア,9,1178.0,2013,2013-09-01 00:00:00
381,ノルウェー,9,1191.0,2013,2013-09-01 00:00:00
377,ベルギー,9,1357.0,2013,2013-09-01 00:00:00
379,ポーランド,9,1397.0,2013,2013-09-01 00:00:00
378,フィンランド,9,1094.0,2013,2013-09-01 00:00:00
380,デンマーク,9,1331.0,2013,2013-09-01 00:00:00
384,アイルランド,9,942.0,2013,2013-09-01 00:00:00
389,メキシコ,9,2276.0,2013,2013-09-01 00:00:00
386,北アメリカ計,9,75580.0,2013,2013-09-01 00:00:00
387,米国,9,61261.0,2013,2013-09-01 00:00:00
388,カナダ,9,11326.0,2013,2013-09-01 00:00:00
376,スイス,9,2501.0,2013,2013-09-01 00:00:00
390,南アメリカ計,9,4616.0,2013,2013-09-01 00:00:00
391,ブラジル,9,2327.0,2013,2013-09-01 00:00:00
392,オセアニア計,9,25589.0,2013,2013-09-01 00:00:00
393,豪州,9,21505.0,2013,2013-09-01 00:00:00
394,ニュージーランド,9,3789.0,2013,2013-09-01 00:00:00
395,無国籍・その他,9,35.0,2013,2013-09-01 00:00:00
385,アフリカ計,9,2644.0,2013,2013-09-01 00:00:00
375,オランダ,9,2929.0,2013,2013-09-01 00:00:00
370,ドイツ,9,11788.0,2013,2013-09-01 00:00:00
373,スペイン,9,4628.0,2013,2013-09-01 00:00:00
352,総数,9,866966.0,2013,2013-09-01 00:00:00
353,アジア計,9,680982.0,2013,2013-09-01 00:00:00
354,韓国,9,164499.0,2013,2013-09-01 00:00:00
355,中国,9,156201.0,2013,2013-09-01 00:00:00
356,台湾,9,206844.0,2013,2013-09-01 00:00:00
357,香港,9,55379.0,2013,2013-09-01 00:00:00
358,タイ,9,29278.0,2013,2013-09-01 00:00:00
359,シンガポール,9,11597.0,2013,2013-09-01 00:00:00
360,マレーシア,9,11681.0,2013,2013-09-01 00:00:00
361,インドネシア,9,8694.0,2013,2013-09-01 00:00:00
362,フィリピン,9,7886.0,2013,2013-09-01 00:00:00
363,ベトナム,9,7370.0,2013,2013-09-01 00:00:00
365,イスラエル,9,1922.0,2013,2013-09-01 00:00:00
366,トルコ,9,1087.0,2013,2013-09-01 00:00:00
367,ヨーロッパ計,9,77520.0,2013,2013-09-01 00:00:00
368,英国,9,15809.0,2013,2013-09-01 00:00:00
369,フランス,9,11873.0,2013,2013-09-01 00:00:00
371,イタリア,9,5550.0,2013,2013-09-01 00:00:00
372,ロシア,9,5073.0,2013,2013-09-01 00:00:00
374,スウェーデン,9,2794.0,2013,2013-09-01 00:00:00
364,インド,9,6372.0,2013,2013-09-01 00:00:00
439,無国籍・その他,10,46.0,2013,2013-10-01 00:00:00
397,アジア計,10,707371.0,2013,2013-10-01 00:00:00
421,ベルギー,10,1913.0,2013,2013-10-01 00:00:00
422,フィンランド,10,1684.0,2013,2013-10-01 00:00:00
423,ポーランド,10,1514.0,2013,2013-10-01 00:00:00
424,デンマーク,10,1895.0,2013,2013-10-01 00:00:00
425,ノルウェー,10,1416.0,2013,2013-10-01 00:00:00
426,オーストリア,10,1421.0,2013,2013-10-01 00:00:00
427,ポルトガル,10,1102.0,2013,2013-10-01 00:00:00
428,アイルランド,10,1152.0,2013,2013-10-01 00:00:00
420,スイス,10,3555.0,2013,2013-10-01 00:00:00
430,北アメリカ計,10,90939.0,2013,2013-10-01 00:00:00
432,カナダ,10,14011.0,2013,2013-10-01 00:00:00
433,メキシコ,10,2477.0,2013,2013-10-01 00:00:00
434,南アメリカ計,10,6341.0,2013,2013-10-01 00:00:00
435,ブラジル,10,3310.0,2013,2013-10-01 00:00:00
436,オセアニア計,10,21772.0,2013,2013-10-01 00:00:00
437,豪州,10,18099.0,2013,2013-10-01 00:00:00
438,ニュージーランド,10,3251.0,2013,2013-10-01 00:00:00
396,総数,10,928560.0,2013,2013-10-01 00:00:00
431,米国,10,73731.0,2013,2013-10-01 00:00:00
419,オランダ,10,3677.0,2013,2013-10-01 00:00:00
429,アフリカ計,10,2536.0,2013,2013-10-01 00:00:00
417,スペイン,10,5326.0,2013,2013-10-01 00:00:00
418,スウェーデン,10,4350.0,2013,2013-10-01 00:00:00
398,韓国,10,158273.0,2013,2013-10-01 00:00:00
399,中国,10,121335.0,2013,2013-10-01 00:00:00
400,台湾,10,213501.0,2013,2013-10-01 00:00:00
401,香港,10,62433.0,2013,2013-10-01 00:00:00
402,タイ,10,61306.0,2013,2013-10-01 00:00:00
404,マレーシア,10,17760.0,2013,2013-10-01 00:00:00
405,インドネシア,10,10591.0,2013,2013-10-01 00:00:00
406,フィリピン,10,10877.0,2013,2013-10-01 00:00:00
407,ベトナム,10,11292.0,2013,2013-10-01 00:00:00
403,シンガポール,10,16146.0,2013,2013-10-01 00:00:00
408,インド,10,6377.0,2013,2013-10-01 00:00:00
415,イタリア,10,7470.0,2013,2013-10-01 00:00:00
414,ドイツ,10,13669.0,2013,2013-10-01 00:00:00
413,フランス,10,17069.0,2013,2013-10-01 00:00:00
412,英国,10,20799.0,2013,2013-10-01 00:00:00
416,ロシア,10,5798.0,2013,2013-10-01 00:00:00
410,トルコ,10,1702.0,2013,2013-10-01 00:00:00
409,イスラエル,10,1791.0,2013,2013-10-01 00:00:00
411,ヨーロッパ計,10,99555.0,2013,2013-10-01 00:00:00
472,アイルランド,11,868.0,2013,2013-11-01 00:00:00
464,スイス,11,2180.0,2013,2013-11-01 00:00:00
465,ベルギー,11,1434.0,2013,2013-11-01 00:00:00
466,フィンランド,11,1392.0,2013,2013-11-01 00:00:00
467,ポーランド,11,1114.0,2013,2013-11-01 00:00:00
468,デンマーク,11,1208.0,2013,2013-11-01 00:00:00
469,ノルウェー,11,988.0,2013,2013-11-01 00:00:00
470,オーストリア,11,1302.0,2013,2013-11-01 00:00:00
471,ポルトガル,11,919.0,2013,2013-11-01 00:00:00
473,アフリカ計,11,2265.0,2013,2013-11-01 00:00:00
483,無国籍・その他,11,55.0,2013,2013-11-01 00:00:00
475,米国,11,65228.0,2013,2013-11-01 00:00:00
476,カナダ,11,12896.0,2013,2013-11-01 00:00:00
477,メキシコ,11,2031.0,2013,2013-11-01 00:00:00
478,南アメリカ計,11,3919.0,2013,2013-11-01 00:00:00
479,ブラジル,11,2060.0,2013,2013-11-01 00:00:00
480,オセアニア計,11,18694.0,2013,2013-11-01 00:00:00
481,豪州,11,16089.0,2013,2013-11-01 00:00:00
482,ニュージーランド,11,2379.0,2013,2013-11-01 00:00:00
463,オランダ,11,3022.0,2013,2013-11-01 00:00:00
474,北アメリカ計,11,80786.0,2013,2013-11-01 00:00:00
462,スウェーデン,11,3270.0,2013,2013-11-01 00:00:00
450,フィリピン,11,8644.0,2013,2013-11-01 00:00:00
460,ロシア,11,5750.0,2013,2013-11-01 00:00:00
461,スペイン,11,3295.0,2013,2013-11-01 00:00:00
441,アジア計,11,658525.0,2013,2013-11-01 00:00:00
442,韓国,11,170901.0,2013,2013-11-01 00:00:00
443,中国,11,101940.0,2013,2013-11-01 00:00:00
444,台湾,11,177949.0,2013,2013-11-01 00:00:00
445,香港,11,62679.0,2013,2013-11-01 00:00:00
446,タイ,11,51185.0,2013,2013-11-01 00:00:00
447,シンガポール,11,20003.0,2013,2013-11-01 00:00:00
448,マレーシア,11,26153.0,2013,2013-11-01 00:00:00
449,インドネシア,11,11011.0,2013,2013-11-01 00:00:00
440,総数,11,839891.0,2013,2013-11-01 00:00:00
451,ベトナム,11,7207.0,2013,2013-11-01 00:00:00
458,ドイツ,11,11881.0,2013,2013-11-01 00:00:00
457,フランス,11,11469.0,2013,2013-11-01 00:00:00
456,英国,11,15073.0,2013,2013-11-01 00:00:00
459,イタリア,11,5574.0,2013,2013-11-01 00:00:00
454,トルコ,11,1120.0,2013,2013-11-01 00:00:00
453,イスラエル,11,1003.0,2013,2013-11-01 00:00:00
452,インド,11,6526.0,2013,2013-11-01 00:00:00
455,ヨーロッパ計,11,75647.0,2013,2013-11-01 00:00:00
515,ポルトガル,12,1218.0,2013,2013-12-01 00:00:00
508,スイス,12,1715.0,2013,2013-12-01 00:00:00
509,ベルギー,12,950.0,2013,2013-12-01 00:00:00
510,フィンランド,12,1611.0,2013,2013-12-01 00:00:00
511,ポーランド,12,638.0,2013,2013-12-01 00:00:00
512,デンマーク,12,909.0,2013,2013-12-01 00:00:00
513,ノルウェー,12,981.0,2013,2013-12-01 00:00:00
514,オーストリア,12,837.0,2013,2013-12-01 00:00:00
516,アイルランド,12,888.0,2013,2013-12-01 00:00:00
521,メキシコ,12,1842.0,2013,2013-12-01 00:00:00
518,北アメリカ計,12,85004.0,2013,2013-12-01 00:00:00
519,米国,12,68208.0,2013,2013-12-01 00:00:00
520,カナダ,12,14562.0,2013,2013-12-01 00:00:00
507,オランダ,12,2483.0,2013,2013-12-01 00:00:00
522,南アメリカ計,12,3882.0,2013,2013-12-01 00:00:00
523,ブラジル,12,2493.0,2013,2013-12-01 00:00:00
524,オセアニア計,12,33908.0,2013,2013-12-01 00:00:00
525,豪州,12,30330.0,2013,2013-12-01 00:00:00
526,ニュージーランド,12,3390.0,2013,2013-12-01 00:00:00
517,アフリカ計,12,1689.0,2013,2013-12-01 00:00:00
506,スウェーデン,12,2980.0,2013,2013-12-01 00:00:00
494,フィリピン,12,11113.0,2013,2013-12-01 00:00:00
504,ロシア,12,4076.0,2013,2013-12-01 00:00:00
484,総数,12,864491.0,2013,2013-12-01 00:00:00
485,アジア計,12,676166.0,2013,2013-12-01 00:00:00
486,韓国,12,182846.0,2013,2013-12-01 00:00:00
487,中国,12,96572.0,2013,2013-12-01 00:00:00
488,台湾,12,149404.0,2013,2013-12-01 00:00:00
489,香港,12,72174.0,2013,2013-12-01 00:00:00
490,タイ,12,56019.0,2013,2013-12-01 00:00:00
491,シンガポール,12,38151.0,2013,2013-12-01 00:00:00
492,マレーシア,12,28524.0,2013,2013-12-01 00:00:00
493,インドネシア,12,16961.0,2013,2013-12-01 00:00:00
505,スペイン,12,2876.0,2013,2013-12-01 00:00:00
495,ベトナム,12,5146.0,2013,2013-12-01 00:00:00
496,インド,12,4926.0,2013,2013-12-01 00:00:00
497,イスラエル,12,597.0,2013,2013-12-01 00:00:00
498,トルコ,12,841.0,2013,2013-12-01 00:00:00
499,ヨーロッパ計,12,63797.0,2013,2013-12-01 00:00:00
500,英国,12,14675.0,2013,2013-12-01 00:00:00
501,フランス,12,10434.0,2013,2013-12-01 00:00:00
502,ドイツ,12,7778.0,2013,2013-12-01 00:00:00
503,イタリア,12,5406.0,2013,2013-12-01 00:00:00
527,無国籍・その他,12,45.0,2013,2013-12-01 00:00:00
30,オーストリア,1,883.0,2014,2014-01-01 00:00:00
29,ノルウェー,1,964.0,2014,2014-01-01 00:00:00
28,デンマーク,1,1116.0,2014,2014-01-01 00:00:00
24,スイス,1,1446.0,2014,2014-01-01 00:00:00
26,フィンランド,1,1426.0,2014,2014-01-01 00:00:00
25,ベルギー,1,901.0,2014,2014-01-01 00:00:00
31,ポルトガル,1,705.0,2014,2014-01-01 00:00:00
27,ポーランド,1,705.0,2014,2014-01-01 00:00:00
32,アイルランド,1,930.0,2014,2014-01-01 00:00:00
37,メキシコ,1,1345.0,2014,2014-01-01 00:00:00
34,北アメリカ計,1,74503.0,2014,2014-01-01 00:00:00
35,米国,1,59767.0,2014,2014-01-01 00:00:00
36,カナダ,1,12852.0,2014,2014-01-01 00:00:00
38,南アメリカ計,1,3355.0,2014,2014-01-01 00:00:00
39,ブラジル,1,1887.0,2014,2014-01-01 00:00:00
40,オセアニア計,1,40928.0,2014,2014-01-01 00:00:00
41,豪州,1,37367.0,2014,2014-01-01 00:00:00
42,ニュージーランド,1,3366.0,2014,2014-01-01 00:00:00
23,オランダ,1,2056.0,2014,2014-01-01 00:00:00
33,アフリカ計,1,1830.0,2014,2014-01-01 00:00:00
43,無国籍・その他,1,35.0,2014,2014-01-01 00:00:00
22,スウェーデン,1,2513.0,2014,2014-01-01 00:00:00
20,ロシア,1,4285.0,2014,2014-01-01 00:00:00
21,スペイン,1,1962.0,2014,2014-01-01 00:00:00
0,総数,1,944009.0,2014,2014-01-01 00:00:00
1,アジア計,1,766525.0,2014,2014-01-01 00:00:00
2,韓国,1,255517.0,2014,2014-01-01 00:00:00
3,中国,1,155605.0,2014,2014-01-01 00:00:00
4,台湾,1,196923.0,2014,2014-01-01 00:00:00
6,タイ,1,27161.0,2014,2014-01-01 00:00:00
7,シンガポール,1,10888.0,2014,2014-01-01 00:00:00
8,マレーシア,1,13961.0,2014,2014-01-01 00:00:00
9,インドネシア,1,7129.0,2014,2014-01-01 00:00:00
5,香港,1,63503.0,2014,2014-01-01 00:00:00
11,ベトナム,1,6707.0,2014,2014-01-01 00:00:00
10,フィリピン,1,9160.0,2014,2014-01-01 00:00:00
18,ドイツ,1,7365.0,2014,2014-01-01 00:00:00
17,フランス,1,9132.0,2014,2014-01-01 00:00:00
16,英国,1,13972.0,2014,2014-01-01 00:00:00
19,イタリア,1,3280.0,2014,2014-01-01 00:00:00
14,トルコ,1,1267.0,2014,2014-01-01 00:00:00
13,イスラエル,1,574.0,2014,2014-01-01 00:00:00
12,インド,1,6887.0,2014,2014-01-01 00:00:00
15,ヨーロッパ計,1,56833.0,2014,2014-01-01 00:00:00
76,アイルランド,2,819.0,2014,2014-02-01 00:00:00
69,ベルギー,2,1017.0,2014,2014-02-01 00:00:00
70,フィンランド,2,1324.0,2014,2014-02-01 00:00:00
71,ポーランド,2,722.0,2014,2014-02-01 00:00:00
72,デンマーク,2,1120.0,2014,2014-02-01 00:00:00
73,ノルウェー,2,941.0,2014,2014-02-01 00:00:00
74,オーストリア,2,912.0,2014,2014-02-01 00:00:00
75,ポルトガル,2,709.0,2014,2014-02-01 00:00:00
77,アフリカ計,2,1444.0,2014,2014-02-01 00:00:00
68,スイス,2,1565.0,2014,2014-02-01 00:00:00
79,米国,2,52016.0,2014,2014-02-01 00:00:00
80,カナダ,2,11420.0,2014,2014-02-01 00:00:00
81,メキシコ,2,1344.0,2014,2014-02-01 00:00:00
82,南アメリカ計,2,2716.0,2014,2014-02-01 00:00:00
83,ブラジル,2,1315.0,2014,2014-02-01 00:00:00
84,オセアニア計,2,29567.0,2014,2014-02-01 00:00:00
85,豪州,2,26589.0,2014,2014-02-01 00:00:00
86,ニュージーランド,2,2804.0,2014,2014-02-01 00:00:00
87,無国籍・その他,2,38.0,2014,2014-02-01 00:00:00
78,北アメリカ計,2,65201.0,2014,2014-02-01 00:00:00
66,スウェーデン,2,2268.0,2014,2014-02-01 00:00:00
67,オランダ,2,2211.0,2014,2014-02-01 00:00:00
44,総数,2,880020.0,2014,2014-02-01 00:00:00
65,スペイン,2,2154.0,2014,2014-02-01 00:00:00
45,アジア計,2,722395.0,2014,2014-02-01 00:00:00
46,韓国,2,231502.0,2014,2014-02-01 00:00:00
47,中国,2,138236.0,2014,2014-02-01 00:00:00
48,台湾,2,191235.0,2014,2014-02-01 00:00:00
49,香港,2,64809.0,2014,2014-02-01 00:00:00
51,シンガポール,2,10370.0,2014,2014-02-01 00:00:00
52,マレーシア,2,14109.0,2014,2014-02-01 00:00:00
53,インドネシア,2,6527.0,2014,2014-02-01 00:00:00
54,フィリピン,2,7495.0,2014,2014-02-01 00:00:00
50,タイ,2,34334.0,2014,2014-02-01 00:00:00
56,インド,2,4982.0,2014,2014-02-01 00:00:00
57,イスラエル,2,573.0,2014,2014-02-01 00:00:00
58,トルコ,2,853.0,2014,2014-02-01 00:00:00
59,ヨーロッパ計,2,58659.0,2014,2014-02-01 00:00:00
60,英国,2,14835.0,2014,2014-02-01 00:00:00
61,フランス,2,8882.0,2014,2014-02-01 00:00:00
62,ドイツ,2,8954.0,2014,2014-02-01 00:00:00
63,イタリア,2,3800.0,2014,2014-02-01 00:00:00
55,ベトナム,2,7419.0,2014,2014-02-01 00:00:00
64,ロシア,2,3423.0,2014,2014-02-01 00:00:00
119,ポルトガル,3,1090.0,2014,2014-03-01 00:00:00
118,オーストリア,3,1261.0,2014,2014-03-01 00:00:00
117,ノルウェー,3,1430.0,2014,2014-03-01 00:00:00
113,ベルギー,3,1673.0,2014,2014-03-01 00:00:00
115,ポーランド,3,1789.0,2014,2014-03-01 00:00:00
114,フィンランド,3,2289.0,2014,2014-03-01 00:00:00
120,アイルランド,3,1028.0,2014,2014-03-01 00:00:00
116,デンマーク,3,1701.0,2014,2014-03-01 00:00:00
121,アフリカ計,3,2578.0,2014,2014-03-01 00:00:00
110,スウェーデン,3,4097.0,2014,2014-03-01 00:00:00
123,米国,3,80929.0,2014,2014-03-01 00:00:00
124,カナダ,3,16079.0,2014,2014-03-01 00:00:00
125,メキシコ,3,2461.0,2014,2014-03-01 00:00:00
126,南アメリカ計,3,5489.0,2014,2014-03-01 00:00:00
127,ブラジル,3,3045.0,2014,2014-03-01 00:00:00
128,オセアニア計,3,24242.0,2014,2014-03-01 00:00:00
129,豪州,3,21334.0,2014,2014-03-01 00:00:00
130,ニュージーランド,3,2661.0,2014,2014-03-01 00:00:00
131,無国籍・その他,3,69.0,2014,2014-03-01 00:00:00
112,スイス,3,2763.0,2014,2014-03-01 00:00:00
122,北アメリカ計,3,100043.0,2014,2014-03-01 00:00:00
111,オランダ,3,3548.0,2014,2014-03-01 00:00:00
104,英国,3,20029.0,2014,2014-03-01 00:00:00
109,スペイン,3,3636.0,2014,2014-03-01 00:00:00
88,総数,3,1050559.0,2014,2014-03-01 00:00:00
89,アジア計,3,823804.0,2014,2014-03-01 00:00:00
90,韓国,3,192078.0,2014,2014-03-01 00:00:00
91,中国,3,184064.0,2014,2014-03-01 00:00:00
92,台湾,3,208610.0,2014,2014-03-01 00:00:00
93,香港,3,64482.0,2014,2014-03-01 00:00:00
95,シンガポール,3,16378.0,2014,2014-03-01 00:00:00
96,マレーシア,3,23372.0,2014,2014-03-01 00:00:00
97,インドネシア,3,14302.0,2014,2014-03-01 00:00:00
94,タイ,3,71122.0,2014,2014-03-01 00:00:00
99,ベトナム,3,11145.0,2014,2014-03-01 00:00:00
98,フィリピン,3,12709.0,2014,2014-03-01 00:00:00
